recipe_id,ingredient_id,quantity,unit
43,1558,1,cups
43,1559,2,
43,1560,6,
43,1561,1/4,tablespoon
44,1562,2,
44,1563,,
44,1564,,taste
44,1565,,
44,1566,1,cups
44,1567,3,
44,1568,3,
44,1569,1,
44,1570,3,
44,1571,1,tablespoon
44,1572,1,teaspoon
44,1573,1,
44,1574,1,
44,1575,,taste
44,1576,,pieces
44,1577,2,
44,1578,1/2,taste
44,1579,,teaspoon
44,1580,1/2,tablespoons
44,1581,4,teaspoon
44,1582,1,
45,1583,2,taste
45,1584,,
45,1585,,tablespoon
45,1586,1,
45,1587,2,teaspoon
45,1588,1,
45,1589,,pieces
45,1590,2,
45,1591,1,pinch
45,1592,,
45,1593,,teaspoon
45,1594,1,teaspoon
45,1595,1/2,
45,1596,1,tablespoon
45,1597,2,taste
45,1598,,
45,1599,,
45,1600,1,
45,1601,1/2,
45,1602,5,taste
45,1603,,
45,1604,3,
45,1605,1,teaspoon
45,1606,1,tablespoons
45,1607,2,
45,1608,,tablespoon
45,1609,1,
45,1610,2,
45,1611,1,
45,1612,2,
45,1613,1,
45,1614,2,tablespoon
45,1615,3,taste
45,1616,,
45,1617,8,taste
45,1618,,tablespoons
45,1619,2,
45,1620,,tablespoon
45,1621,1,
45,1622,2,
45,1623,2,teaspoon
46,1624,1,
46,1625,2,
46,1626,1/2,taste
46,1627,,pieces
46,1628,500,
46,1629,1,teaspoon
46,1630,1,
46,1631,200,
46,1632,1/2,
46,1633,2,
46,1634,2,tablespoons
46,1635,1,tablespoons
46,1636,1,taste
46,1637,,
46,1638,2,teaspoon
46,1639,1,tablespoon
46,1640,2,
46,1641,,tablespoon
46,1642,1,
46,1643,2,
46,1644,,
46,1645,2,cups
46,1646,2,
46,1647,1,taste
46,1648,,
46,1649,1/2,
46,1650,3,
46,1651,,teaspoon
46,1652,1,
46,1653,2,
46,1654,1,
46,1655,1,
46,1656,2,
46,1657,3,
46,1658,5,teaspoon
46,1659,1,teaspoon
46,1660,1,
46,1661,1,
46,1662,1,taste
46,1663,,
46,1664,,cups
46,1665,2,
46,1666,,
46,1667,1,
46,1668,4,
46,1669,1,
46,1670,5,teaspoon
46,1671,1/4,taste
46,1672,,
46,1673,400,
46,1674,,teaspoon
46,1675,1,teaspoon
46,1676,1,tablespoons
46,1677,2,tablespoon
46,1678,1,teaspoon
46,1679,1,teaspoon
46,1680,1,teaspoon
46,1681,1/2,
46,1682,,pieces
46,1683,250,taste
46,1684,,
46,1685,,
46,1686,3,
46,1687,1/2,
46,1688,1,
46,1689,,
46,1690,2,
46,1691,1,
46,1692,1/2,
46,1693,1/2,tablespoon
46,1694,2,teaspoon
46,1695,1,
46,1696,2,teaspoon
46,1697,1,taste
47,1698,,
47,1699,,
47,1700,200,
47,1701,2,
47,1702,1,taste
47,1703,,taste
47,1704,,
47,1705,,taste
47,1706,,taste
47,1707,,
47,1708,,
47,1709,1/4,
47,1710,2,
47,1711,,teaspoon
47,1712,1,
47,1713,1,
47,1714,2,
47,1715,1,
47,1716,1,
47,1717,1,
47,1718,2,taste
47,1719,,tablespoon
47,1720,1,teaspoon
47,1721,1/2,
47,1722,4,
47,1723,1/4,
47,1724,,teaspoons
47,1725,2,
47,1726,2,
47,1727,2,teaspoon
47,1728,1/2,taste
47,1729,,
47,1730,,
47,1731,1,cups
47,1732,2,teaspoon
47,1733,1/2,
47,1734,3,teaspoon
47,1735,1,taste
47,1736,,
